payment_id,customer_id,payment_date,amount,payment_method,payment_status,failed_payment_reason,subscription_id
PAY00006229,CUST000457,2020-01-25,6.99,Credit Card,Success,,SUB0000459
PAY00006230,CUST000457,2020-02-24,6.99,UPI,Success,,SUB0000459
PAY00006231,CUST000457,2020-03-25,6.99,Credit Card,Success,,SUB0000459
PAY00006232,CUST000457,2020-04-24,6.99,Debit Card,Success,,SUB0000459
PAY00006233,CUST000458,2020-03-29,15.49,UPI,Success,,SUB0000459
PAY00006234,CUST000458,2020-04-28,15.49,Debit Card,Success,,SUB0000460
PAY00006235,CUST000458,2020-05-28,15.49,Debit Card,Success,,SUB0000460
PAY00006236,CUST000458,2020-06-27,15.49,Net Banking,Success,,SUB0000460
PAY00006237,CUST000458,2020-07-27,15.49,Credit Card,Success,,SUB0000460
PAY00006238,CUST000458,2020-08-26,15.49,Net Banking,Success,,SUB0000460
PAY00006239,CUST000458,2020-09-25,15.49,PayPal,Failed,Bank declined,SUB0000460
PAY00006240,CUST000458,2020-10-25,15.49,Credit Card,Success,,SUB0000460
PAY00006241,CUST000458,2020-11-24,15.49,Credit Card,Success,,SUB0000460
PAY00006242,CUST000458,2020-12-24,15.49,Debit Card,Failed,Incorrect card details,SUB0000460
PAY00006243,CUST000458,2021-01-23,15.49,UPI,Success,,SUB0000460
PAY00006244,CUST000458,2021-02-22,15.49,UPI,Success,,SUB0000460
PAY00006245,CUST000458,2021-03-24,15.49,Net Banking,Failed,Card expired,SUB0000460
PAY00006246,CUST000458,2021-04-23,15.49,Mobile Wallet,Success,,SUB0000460
PAY00006247,CUST000458,2021-05-23,15.49,PayPal,Success,,SUB0000460
PAY00006248,CUST000459,2024-04-17,6.99,Net Banking,Failed,Card expired,SUB0000460
PAY00006249,CUST000459,2024-05-17,6.99,UPI,Success,,SUB0000461
PAY00006250,CUST000459,2024-06-16,6.99,Debit Card,Success,,SUB0000461
PAY00006251,CUST000459,2024-07-16,6.99,Gift Card,Success,,SUB0000461
PAY00006252,CUST000459,2024-08-15,6.99,Gift Card,Success,,SUB0000461
PAY00006253,CUST000459,2024-09-14,6.99,UPI,Success,,SUB0000461
PAY00006254,CUST000459,2024-10-14,6.99,Debit Card,Success,,SUB0000461
PAY00006255,CUST000459,2024-11-13,6.99,UPI,Success,,SUB0000461
PAY00006256,CUST000459,2024-12-13,6.99,Mobile Wallet,Success,,SUB0000461
PAY00006257,CUST000459,2025-01-12,6.99,Credit Card,Success,,SUB0000461
PAY00006258,CUST000459,2025-02-11,6.99,UPI,Success,,SUB0000461
PAY00006259,CUST000459,2025-03-13,6.99,PayPal,Success,,SUB0000461
PAY00006260,CUST000459,2025-04-12,6.99,UPI,Failed,International transaction blocked,SUB0000461
PAY00006261,CUST000459,2025-05-12,6.99,PayPal,Failed,International transaction blocked,SUB0000461
PAY00006262,CUST000459,2025-06-11,6.99,Credit Card,Success,,SUB0000461
PAY00006263,CUST000460,2026-01-21,22.99,UPI,Success,,SUB0000461
PAY00006264,CUST000460,2026-02-20,22.99,PayPal,Success,,SUB0000462
PAY00006265,CUST000460,2026-03-22,22.99,PayPal,Success,,SUB0000462
PAY00006266,CUST000460,2026-04-21,22.99,Credit Card,Success,,SUB0000462
PAY00006267,CUST000460,2026-05-21,22.99,Mobile Wallet,Success,,SUB0000462
PAY00006268,CUST000461,2021-11-14,6.99,Credit Card,Success,,SUB0000462
PAY00006269,CUST000461,2021-12-14,6.99,Debit Card,Success,,SUB0000462
PAY00006270,CUST000461,2022-01-13,6.99,Debit Card,Success,,SUB0000462
PAY00006271,CUST000461,2022-02-12,6.99,UPI,Success,,SUB0000462
PAY00006272,CUST000461,2022-03-14,6.99,Debit Card,Success,,SUB0000462
PAY00006273,CUST000461,2022-04-13,6.99,Net Banking,Success,,SUB0000462
PAY00006274,CUST000461,2022-05-13,6.99,Net Banking,Success,,SUB0000462
PAY00006275,CUST000461,2022-06-12,6.99,Credit Card,Success,,SUB0000462
PAY00006276,CUST000461,2022-07-12,6.99,Credit Card,Failed,Insufficient funds,SUB0000462
PAY00006277,CUST000461,2022-08-11,6.99,UPI,Failed,Bank declined,SUB0000462
PAY00006278,CUST000461,2022-09-10,6.99,Net Banking,Success,,SUB0000462
PAY00006279,CUST000461,2022-10-10,6.99,Credit Card,Success,,SUB0000463
PAY00006280,CUST000461,2022-11-09,6.99,Credit Card,Success,,SUB0000463
PAY00006281,CUST000461,2022-12-09,6.99,UPI,Success,,SUB0000463
PAY00006282,CUST000461,2023-01-08,6.99,Credit Card,Success,,SUB0000463
PAY00006283,CUST000462,2019-01-12,6.99,Debit Card,Failed,Card reported lost/stolen,SUB0000463
PAY00006284,CUST000462,2019-02-11,6.99,Mobile Wallet,Success,,SUB0000463
PAY00006285,CUST000462,2019-03-13,6.99,Credit Card,Success,,SUB0000463
PAY00006286,CUST000462,2019-04-12,6.99,UPI,Success,,SUB0000463
PAY00006287,CUST000462,2019-05-12,6.99,Mobile Wallet,Success,,SUB0000463
PAY00006288,CUST000462,2019-06-11,6.99,Credit Card,Success,,SUB0000463
PAY00006289,CUST000462,2019-07-11,6.99,Credit Card,Success,,SUB0000463
PAY00006290,CUST000462,2019-08-10,6.99,PayPal,Success,,SUB0000463
PAY00006291,CUST000462,2019-09-09,22.99,Debit Card,Success,,SUB0000463
PAY00006292,CUST000462,2019-10-09,6.99,Mobile Wallet,Success,,SUB0000463
PAY00006293,CUST000462,2019-11-08,6.99,Gift Card,Success,,SUB0000463
PAY00006294,CUST000462,2019-12-08,6.99,PayPal,Success,,SUB0000464
PAY00006295,CUST000462,2020-01-07,6.99,UPI,Success,,SUB0000464
PAY00006296,CUST000462,2020-02-06,6.99,UPI,Success,,SUB0000464
PAY00006297,CUST000462,2020-03-07,6.99,Gift Card,Success,,SUB0000464
PAY00006298,CUST000463,2025-10-18,22.99,Debit Card,Success,,SUB0000464
PAY00006299,CUST000463,2025-11-17,22.99,Debit Card,Success,,SUB0000464
PAY00006300,CUST000463,2025-12-17,22.99,Credit Card,Failed,Insufficient funds,SUB0000464
PAY00006301,CUST000463,2026-01-16,22.99,PayPal,Success,,SUB0000464
PAY00006302,CUST000463,2026-02-15,22.99,Credit Card,Success,,SUB0000464
PAY00006303,CUST000463,2026-03-17,22.99,PayPal,Success,,SUB0000464
PAY00006304,CUST000463,2026-04-16,22.99,UPI,Success,,SUB0000464
PAY00006305,CUST000463,2026-05-16,22.99,Debit Card,Success,,SUB0000464
PAY00006306,CUST000464,2019-09-21,22.99,Debit Card,Success,,SUB0000464
PAY00006307,CUST000464,2019-10-21,22.99,Credit Card,Success,,SUB0000464
PAY00006308,CUST000464,2019-11-20,22.99,Credit Card,Success,,SUB0000464
PAY00006309,CUST000464,2019-12-20,22.99,Credit Card,Success,,SUB0000465
PAY00006310,CUST000464,2020-01-19,22.99,Mobile Wallet,Success,,SUB0000465
PAY00006311,CUST000464,2020-02-18,22.99,UPI,Success,,SUB0000465
PAY00006312,CUST000464,2020-03-19,22.99,PayPal,Failed,Bank declined,SUB0000465
PAY00006313,CUST000464,2020-04-18,22.99,Net Banking,Success,,SUB0000465
PAY00006314,CUST000464,2020-05-18,22.99,Net Banking,Success,,SUB0000465
PAY00006315,CUST000464,2020-06-17,22.99,Credit Card,Success,,SUB0000465
PAY00006316,CUST000464,2020-07-17,22.99,UPI,Success,,SUB0000465
PAY00006317,CUST000464,2020-08-16,22.99,Debit Card,Failed,Bank declined,SUB0000465
PAY00006318,CUST000464,2020-09-15,22.99,Mobile Wallet,Success,,SUB0000465
PAY00006319,CUST000464,2020-10-15,22.99,UPI,Success,,SUB0000465
PAY00006320,CUST000464,2020-11-14,22.99,Credit Card,Success,,SUB0000465
PAY00006321,CUST000465,2024-06-29,6.99,Mobile Wallet,Success,,SUB0000465
PAY00006322,CUST000465,2024-07-29,6.99,Debit Card,Success,,SUB0000465
PAY00006323,CUST000465,2024-08-28,6.99,UPI,Success,,SUB0000465
PAY00006324,CUST000465,2024-09-27,6.99,Credit Card,Success,,SUB0000466
PAY00006325,CUST000465,2024-10-27,6.99,Credit Card,Success,,
PAY00006326,CUST000465,2024-11-26,6.99,Debit Card,Success,,SUB0000466
PAY00006327,CUST000465,2024-12-26,6.99,UPI,Success,,
PAY00006328,CUST000465,2025-01-25,6.99,Debit Card,Success,,SUB0000466
PAY00006329,CUST000465,2025-02-24,6.99,Credit Card,Success,,
PAY00006330,CUST000465,2025-03-26,6.99,Mobile Wallet,Success,,SUB0000466
PAY00006331,CUST000465,2025-04-25,6.99,Credit Card,Failed,Insufficient funds,
PAY00006332,CUST000465,2025-05-25,6.99,PayPal,Success,,SUB0000466
PAY00006333,CUST000465,2025-06-24,6.99,Credit Card,Success,,
PAY00006334,CUST000465,2025-07-24,6.99,Net Banking,Success,,SUB0000466
PAY00006335,CUST000465,2025-08-23,6.99,Credit Card,Success,,
PAY00006336,CUST000466,2025-11-25,15.49,PayPal,Success,,SUB0000466
PAY00006337,CUST000466,2025-12-25,15.49,UPI,Success,,
PAY00006338,CUST000466,2026-01-24,15.49,Credit Card,Success,,SUB0000466
PAY00006339,CUST000466,2026-02-23,15.49,UPI,Success,,
PAY00006340,CUST000466,2026-03-25,15.49,UPI,Success,,SUB0000466
PAY00006341,CUST000466,2026-04-24,15.49,Debit Card,Success,,
PAY00006342,CUST000466,2026-05-24,15.49,Debit Card,Success,,SUB0000466
PAY00006343,CUST000467,2022-08-21,6.99,Credit Card,Success,,
PAY00006344,CUST000467,2022-09-20,6.99,Credit Card,Success,,SUB0000466
PAY00006345,CUST000467,2022-10-20,6.99,PayPal,Success,,
PAY00006346,CUST000467,2022-11-19,6.99,UPI,Failed,Card expired,SUB0000466
PAY00006347,CUST000467,2022-12-19,6.99,Credit Card,Success,,
PAY00006348,CUST000467,2023-01-18,6.99,UPI,Success,,SUB0000466
PAY00006349,CUST000467,2023-02-17,6.99,Gift Card,Success,,
PAY00006350,CUST000467,2023-03-19,6.99,Net Banking,Success,,SUB0000466
PAY00006351,CUST000467,2023-04-18,6.99,Debit Card,Success,,
PAY00006352,CUST000467,2023-05-18,6.99,Credit Card,Success,,SUB0000466
PAY00006353,CUST000467,2023-06-17,6.99,Mobile Wallet,Success,,
PAY00006354,CUST000467,2023-07-17,6.99,UPI,Success,,SUB0000468
PAY00006355,CUST000467,2023-08-16,6.99,Net Banking,Success,,SUB0000468
PAY00006356,CUST000467,2023-09-15,6.99,UPI,Success,,SUB0000468
PAY00006357,CUST000467,2023-10-15,6.99,PayPal,Failed,Card reported lost/stolen,SUB0000468
PAY00006358,CUST000468,2021-03-23,22.99,UPI,Success,,SUB0000468
PAY00006359,CUST000468,2021-04-22,22.99,PayPal,Success,,SUB0000468
PAY00006360,CUST000468,2021-05-22,22.99,Credit Card,Success,,SUB0000468
PAY00006361,CUST000468,2021-06-21,22.99,Debit Card,Success,,SUB0000468
PAY00006362,CUST000468,2021-07-21,22.99,Credit Card,Success,,SUB0000468
PAY00006363,CUST000468,2021-08-20,22.99,UPI,Failed,Insufficient funds,SUB0000468
PAY00006364,CUST000468,2021-09-19,22.99,Credit Card,Success,,SUB0000468
PAY00006365,CUST000468,2021-10-19,22.99,Mobile Wallet,Success,,SUB0000468
PAY00006366,CUST000468,2021-11-18,22.99,Credit Card,Success,,SUB0000468
PAY00006367,CUST000468,2021-12-18,22.99,Credit Card,Success,,SUB0000468
PAY00006368,CUST000468,2022-01-17,22.99,Credit Card,Success,,SUB0000468
PAY00006369,CUST000468,2022-02-16,22.99,Debit Card,Success,,SUB0000469
PAY00006370,CUST000468,2022-03-18,22.99,UPI,Success,,SUB0000469
PAY00006371,CUST000468,2022-04-17,22.99,UPI,Success,,SUB0000469
PAY00006372,CUST000468,2022-05-17,22.99,PayPal,Success,,SUB0000469
PAY00006373,CUST000469,2023-07-05,6.99,UPI,Success,,SUB0000469
PAY00006374,CUST000469,2023-08-04,6.99,Net Banking,Success,,SUB0000469
PAY00006375,CUST000469,2023-09-03,6.99,UPI,Success,,SUB0000469
PAY00006376,CUST000469,2023-10-03,6.99,Net Banking,Success,,SUB0000469
PAY00006377,CUST000469,2023-11-02,6.99,Credit Card,Success,,SUB0000469
PAY00006378,CUST000469,2023-12-02,6.99,PayPal,Success,,SUB0000469
PAY00006379,CUST000469,2024-01-01,6.99,Credit Card,Success,,SUB0000469
PAY00006380,CUST000469,2024-01-31,6.99,Credit Card,Success,,SUB0000469
PAY00006381,CUST000469,2024-03-01,6.99,Credit Card,Success,,SUB0000469
PAY00006382,CUST000469,2024-03-31,6.99,PayPal,Success,,SUB0000469
PAY00006383,CUST000469,2024-04-30,6.99,Mobile Wallet,Success,,SUB0000469
PAY00006384,CUST000469,2024-05-30,6.99,Gift Card,Success,,SUB0000470
PAY00006385,CUST000469,2024-06-29,6.99,Mobile Wallet,Success,,SUB0000470
PAY00006386,CUST000469,2024-07-29,6.99,Credit Card,Success,,SUB0000470
PAY00006387,CUST000469,2024-08-28,6.99,Debit Card,Success,,SUB0000470
PAY00006388,CUST000470,2024-04-12,15.49,Credit Card,Success,,SUB0000470
PAY00006389,CUST000470,2024-05-12,15.49,UPI,Success,,SUB0000470
PAY00006390,CUST000470,2024-06-11,15.49,Debit Card,Success,,SUB0000470
PAY00006391,CUST000470,2024-07-11,15.49,Net Banking,Success,,SUB0000470
PAY00006392,CUST000470,2024-08-10,15.49,UPI,Success,,SUB0000470
PAY00006393,CUST000470,2024-09-09,15.49,Debit Card,Success,,SUB0000470
PAY00006394,CUST000470,2024-10-09,15.49,Net Banking,Success,,SUB0000470
PAY00006395,CUST000470,2024-11-08,15.49,PayPal,Success,,SUB0000470
PAY00006396,CUST000470,2024-12-08,15.49,Mobile Wallet,Success,,SUB0000470
PAY00006397,CUST000470,2025-01-07,15.49,Credit Card,Success,,SUB0000470
PAY00006398,CUST000470,2025-02-06,15.49,UPI,Success,,SUB0000470
PAY00006399,CUST000470,2025-03-08,15.49,UPI,Success,,SUB0000471
PAY00006400,CUST000470,2025-04-07,15.49,UPI,Success,,SUB0000471
PAY00006401,CUST000470,2025-05-07,15.49,Debit Card,Success,,SUB0000471
PAY00006402,CUST000470,2025-06-06,15.49,UPI,Success,,SUB0000471
PAY00006403,CUST000471,2026-05-30,15.49,Mobile Wallet,Success,,SUB0000471
PAY00006404,CUST000472,2019-03-17,6.99,Debit Card,Success,,SUB0000471
PAY00006405,CUST000472,2019-04-16,6.99,PayPal,Success,,SUB0000471
PAY00006406,CUST000472,2019-05-16,6.99,Mobile Wallet,Success,,SUB0000471
PAY00006407,CUST000472,2019-06-15,6.99,Gift Card,Success,,SUB0000471
PAY00006408,CUST000472,2019-07-15,6.99,PayPal,Success,,SUB0000471
PAY00006409,CUST000472,2019-08-14,6.99,Debit Card,Success,,SUB0000471
PAY00006410,CUST000472,2019-09-13,6.99,Mobile Wallet,Success,,SUB0000471
PAY00006411,CUST000472,2019-10-13,6.99,Debit Card,Success,,SUB0000471
PAY00006412,CUST000472,2019-11-12,6.99,UPI,Success,,SUB0000471
PAY00006413,CUST000472,2019-12-12,6.99,Net Banking,Failed,Incorrect card details,SUB0000471
PAY00006414,CUST000472,2020-01-11,6.99,Credit Card,Success,,SUB0000472
PAY00006415,CUST000472,2020-02-10,6.99,Net Banking,Failed,Bank declined,SUB0000472
PAY00006416,CUST000472,2020-03-11,6.99,UPI,Success,,SUB0000472
PAY00006417,CUST000472,2020-04-10,6.99,PayPal,Success,,SUB0000472
PAY00006418,CUST000472,2020-05-10,6.99,PayPal,Success,,SUB0000472
PAY00006419,CUST000473,2025-05-25,6.99,Debit Card,Success,,SUB0000472
PAY00006420,CUST000473,2025-06-24,6.99,UPI,Success,,SUB0000472
PAY00006421,CUST000473,2025-07-24,6.99,Credit Card,Success,,SUB0000472
PAY00006422,CUST000473,2025-08-23,6.99,Credit Card,Success,,SUB0000472
PAY00006423,CUST000473,2025-09-22,6.99,Net Banking,Success,,SUB0000472
PAY00006424,CUST000473,2025-10-22,6.99,Net Banking,Success,,SUB0000472
PAY00006425,CUST000473,2025-11-21,6.99,Mobile Wallet,Success,,SUB0000472
PAY00006426,CUST000473,2025-12-21,6.99,Credit Card,Failed,Card reported lost/stolen,SUB0000472
PAY00006427,CUST000473,2026-01-20,6.99,PayPal,Success,,SUB0000472
PAY00006428,CUST000473,2026-02-19,6.99,PayPal,Success,,SUB0000472
PAY00006429,CUST000473,2026-03-21,6.99,Debit Card,Success,,SUB0000473
PAY00006430,CUST000473,2026-04-20,6.99,Credit Card,Success,,SUB0000473
PAY00006431,CUST000473,2026-05-20,6.99,Net Banking,Success,,SUB0000473
PAY00006432,CUST000474,2022-01-20,15.49,Credit Card,Success,,SUB0000473
PAY00006433,CUST000474,2022-02-19,15.49,PayPal,Success,,SUB0000473
PAY00006434,CUST000474,2022-03-21,15.49,Net Banking,Success,,SUB0000473
PAY00006435,CUST000474,2022-04-20,15.49,Mobile Wallet,Success,,SUB0000473
PAY00006436,CUST000474,2022-05-20,15.49,Net Banking,Success,,SUB0000473
PAY00006437,CUST000474,2022-06-19,15.49,Debit Card,Success,,SUB0000473
PAY00006438,CUST000474,2022-07-19,15.49,Credit Card,Success,,SUB0000473
PAY00006439,CUST000474,2022-08-18,15.49,Gift Card,Success,,SUB0000473
PAY00006440,CUST000474,2022-09-17,15.49,PayPal,Success,,SUB0000473
PAY00006441,CUST000474,2022-10-17,15.49,Credit Card,Success,,SUB0000473
PAY00006442,CUST000474,2022-11-16,15.49,Credit Card,Success,,SUB0000473
PAY00006443,CUST000474,2022-12-16,15.49,Credit Card,Success,,SUB0000473
PAY00006444,CUST000474,2023-01-15,15.49,PayPal,Success,,SUB0000474
PAY00006445,CUST000474,2023-02-14,15.49,Credit Card,Success,,SUB0000474
PAY00006446,CUST000474,2023-03-16,15.49,Credit Card,Success,,SUB0000474
PAY00006447,CUST000475,2021-10-06,15.49,Net Banking,Success,,SUB0000474
PAY00006448,CUST000475,2021-11-05,15.49,UPI,Success,,SUB0000474
PAY00006449,CUST000475,2021-12-05,15.49,PayPal,Success,,SUB0000474
PAY00006450,CUST000475,2022-01-04,15.49,Credit Card,Success,,SUB0000474
PAY00006451,CUST000475,2022-02-03,15.49,Credit Card,Success,,SUB0000474
PAY00006452,CUST000475,2022-03-05,15.49,UPI,Success,,SUB0000474
PAY00006453,CUST000475,2022-04-04,15.49,UPI,Success,,SUB0000474
PAY00006454,CUST000475,2022-05-04,15.49,Net Banking,Success,,SUB0000474
PAY00006455,CUST000475,2022-06-03,15.49,UPI,Success,,SUB0000474
PAY00006456,CUST000475,2022-07-03,15.49,Mobile Wallet,Success,,SUB0000474
PAY00006457,CUST000475,2022-08-02,15.49,Debit Card,Success,,SUB0000474
PAY00006458,CUST000475,2022-09-01,15.49,UPI,Success,,SUB0000474
PAY00006459,CUST000475,2022-10-01,15.49,PayPal,Success,,SUB0000475
PAY00006460,CUST000475,2022-10-31,15.49,PayPal,Success,,SUB0000475
PAY00006461,CUST000475,2022-11-30,15.49,UPI,Success,,SUB0000475
PAY00006462,CUST000476,2024-11-03,15.49,Debit Card,Success,,SUB0000475
PAY00006463,CUST000476,2024-12-03,15.49,Debit Card,Success,,SUB0000475
PAY00006464,CUST000476,2025-01-02,15.49,Debit Card,Success,,SUB0000475
PAY00006465,CUST000476,2025-02-01,15.49,Net Banking,Success,,SUB0000475
PAY00006466,CUST000476,2025-03-03,15.49,Credit Card,Success,,SUB0000475
PAY00006467,CUST000476,2025-04-02,15.49,Mobile Wallet,Success,,SUB0000475
PAY00006468,CUST000476,2025-05-02,15.49,Mobile Wallet,Success,,SUB0000475
PAY00006469,CUST000476,2025-06-01,15.49,Mobile Wallet,Success,,SUB0000475
PAY00006470,CUST000476,2025-07-01,15.49,Debit Card,Success,,SUB0000475
PAY00006471,CUST000476,2025-07-31,15.49,PayPal,Success,,SUB0000475
PAY00006472,CUST000476,2025-08-30,15.49,UPI,Success,,SUB0000475
PAY00006473,CUST000476,2025-09-29,15.49,Credit Card,Success,,SUB0000475
PAY00006474,CUST000476,2025-10-29,15.49,Credit Card,Success,,SUB0000476
PAY00006475,CUST000476,2025-11-28,15.49,UPI,Success,,SUB0000476
PAY00006476,CUST000476,2025-12-28,15.49,Debit Card,Success,,SUB0000476
PAY00006477,CUST000477,2021-08-19,22.99,UPI,Success,,SUB0000476
PAY00006478,CUST000477,2021-09-18,22.99,Credit Card,Failed,Bank declined,SUB0000476
PAY00006479,CUST000477,2021-10-18,22.99,Credit Card,Success,,SUB0000476
PAY00006480,CUST000477,2021-11-17,22.99,PayPal,Success,,SUB0000476
PAY00006481,CUST000477,2021-12-17,22.99,Credit Card,Success,,SUB0000476
PAY00006482,CUST000477,2022-01-16,22.99,Gift Card,Success,,SUB0000476
PAY00006483,CUST000477,2022-02-15,22.99,Credit Card,Success,,SUB0000476
PAY00006484,CUST000477,2022-03-17,22.99,Credit Card,Success,,SUB0000476
PAY00006485,CUST000477,2022-04-16,22.99,Credit Card,Success,,SUB0000476
PAY00006486,CUST000477,2022-05-16,22.99,PayPal,Failed,Card reported lost/stolen,SUB0000476
PAY00006487,CUST000477,2022-06-15,22.99,UPI,Success,,SUB0000476
PAY00006488,CUST000477,2022-07-15,22.99,Credit Card,Success,,SUB0000476
PAY00006489,CUST000477,2022-08-14,22.99,Debit Card,Success,,SUB0000477
PAY00006490,CUST000477,2022-09-13,22.99,Mobile Wallet,Success,,SUB0000477
PAY00006491,CUST000477,2022-10-13,22.99,Debit Card,Success,,SUB0000477
PAY00006492,CUST000478,2022-05-02,6.99,PayPal,Success,,SUB0000477
PAY00006493,CUST000478,2022-06-01,6.99,Credit Card,Failed,International transaction blocked,SUB0000477
PAY00006494,CUST000478,2022-07-01,6.99,Credit Card,Success,,SUB0000477
PAY00006495,CUST000478,2022-07-31,6.99,PayPal,Failed,International transaction blocked,SUB0000477
PAY00006496,CUST000478,2022-08-30,6.99,Gift Card,Success,,SUB0000477
PAY00006497,CUST000478,2022-09-29,6.99,Debit Card,Success,,SUB0000477
PAY00006498,CUST000478,2022-10-29,6.99,Gift Card,Success,,SUB0000477
PAY00006499,CUST000478,2022-11-28,6.99,Credit Card,Success,,SUB0000477
PAY00006500,CUST000478,2022-12-28,6.99,UPI,Success,,SUB0000477
PAY00006501,CUST000478,2023-01-27,6.99,Gift Card,Success,,SUB0000477
PAY00006502,CUST000478,2023-02-26,6.99,Mobile Wallet,Success,,SUB0000477
PAY00006503,CUST000478,2023-03-28,6.99,Debit Card,Success,,SUB0000477
PAY00006504,CUST000478,2023-04-27,6.99,Debit Card,Success,,SUB0000478
PAY00006505,CUST000478,2023-05-27,6.99,Mobile Wallet,Success,,SUB0000479
PAY00006506,CUST000478,2023-06-26,6.99,Credit Card,Success,,SUB0000479
PAY00006507,CUST000479,2020-07-08,15.49,UPI,Success,,SUB0000479
PAY00006508,CUST000479,2020-08-07,15.49,Credit Card,Success,,SUB0000479
PAY00006509,CUST000479,2020-09-06,15.49,Credit Card,Success,,SUB0000479
PAY00006510,CUST000479,2020-10-06,15.49,Credit Card,Success,,SUB0000479
PAY00006511,CUST000479,2020-11-05,15.49,UPI,Success,,SUB0000479
PAY00006512,CUST000479,2020-12-05,15.49,Debit Card,Failed,Bank declined,SUB0000479
PAY00006513,CUST000479,2021-01-04,15.49,UPI,Success,,SUB0000479
PAY00006514,CUST000479,2021-02-03,15.49,Credit Card,Success,,SUB0000479
PAY00006515,CUST000479,2021-03-05,15.49,UPI,Success,,SUB0000479
PAY00006516,CUST000479,2021-04-04,15.49,Debit Card,Success,,SUB0000479
PAY00006517,CUST000479,2021-05-04,15.49,Net Banking,Success,,SUB0000479
PAY00006518,CUST000479,2021-06-03,15.49,Credit Card,Success,,SUB0000479
PAY00006519,CUST000479,2021-07-03,15.49,Net Banking,Success,,SUB0000479
PAY00006520,CUST000479,2021-08-02,15.49,PayPal,Success,,SUB0000480
PAY00006521,CUST000479,2021-09-01,15.49,Debit Card,Success,,SUB0000480
PAY00006522,CUST000480,2025-11-08,15.49,Credit Card,Success,,SUB0000480
PAY00006523,CUST000480,2025-12-08,15.49,Credit Card,Success,,SUB0000480
PAY00006524,CUST000480,2026-01-07,15.49,Credit Card,Success,,SUB0000480
PAY00006525,CUST000480,2026-02-06,15.49,UPI,Success,,SUB0000480
PAY00006526,CUST000480,2026-03-08,15.49,Credit Card,Success,,SUB0000480
PAY00006527,CUST000480,2026-04-07,15.49,Credit Card,Success,,SUB0000480
PAY00006528,CUST000480,2026-05-07,15.49,Gift Card,Success,,SUB0000480
PAY00006529,CUST000481,2023-03-30,6.99,Net Banking,Success,,SUB0000480
PAY00006530,CUST000481,2023-04-29,6.99,PayPal,Success,,SUB0000480
PAY00006531,CUST000481,2023-05-29,6.99,Credit Card,Success,,SUB0000480
PAY00006532,CUST000481,2023-06-28,6.99,Net Banking,Success,,SUB0000480
PAY00006533,CUST000481,2023-07-28,6.99,Debit Card,Success,,SUB0000480
PAY00006534,CUST000481,2023-08-27,6.99,Credit Card,Success,,SUB0000481
PAY00006535,CUST000481,2023-09-26,6.99,Gift Card,Success,,SUB0000481
PAY00006536,CUST000481,2023-10-26,6.99,Credit Card,Failed,Card expired,SUB0000481
PAY00006537,CUST000481,2023-11-25,6.99,Net Banking,Success,,SUB0000481
PAY00006538,CUST000481,2023-12-25,6.99,UPI,Success,,SUB0000481
PAY00006539,CUST000481,2024-01-24,6.99,Debit Card,Success,,SUB0000481
PAY00006540,CUST000481,2024-02-23,6.99,UPI,Success,,SUB0000481
PAY00006541,CUST000481,2024-03-24,6.99,UPI,Success,,SUB0000481
PAY00006542,CUST000481,2024-04-23,6.99,Credit Card,Success,,SUB0000481
PAY00006543,CUST000481,2024-05-23,6.99,Net Banking,Success,,SUB0000481
PAY00006544,CUST000482,2020-01-20,15.49,Gift Card,Success,,SUB0000481
PAY00006545,CUST000482,2020-02-19,15.49,Net Banking,Success,,SUB0000481
PAY00006546,CUST000482,2020-03-20,15.49,UPI,Success,,SUB0000481
PAY00006547,CUST000482,2020-04-19,15.49,Net Banking,Success,,SUB0000481
PAY00006548,CUST000482,2020-05-19,15.49,PayPal,Success,,SUB0000481
PAY00006549,CUST000482,2020-06-18,15.49,PayPal,Success,,SUB0000482
PAY00006550,CUST000482,2020-07-18,15.49,Net Banking,Success,,SUB0000482
PAY00006551,CUST000482,2020-08-17,15.49,Gift Card,Success,,SUB0000482
PAY00006552,CUST000482,2020-09-16,15.49,Credit Card,Success,,SUB0000482
PAY00006553,CUST000482,2020-10-16,15.49,UPI,Success,,SUB0000482
PAY00006554,CUST000482,2020-11-15,15.49,Credit Card,Failed,International transaction blocked,SUB0000482
PAY00006555,CUST000482,2020-12-15,15.49,Debit Card,Success,,SUB0000482
PAY00006556,CUST000482,2021-01-14,15.49,Credit Card,Success,,SUB0000482
PAY00006557,CUST000482,2021-02-13,15.49,Credit Card,Success,,SUB0000482
PAY00006558,CUST000482,2021-03-15,15.49,Credit Card,Success,,SUB0000482
PAY00006559,CUST000483,2021-08-25,6.99,Debit Card,Success,,SUB0000482
PAY00006560,CUST000483,2021-09-24,6.99,UPI,Success,,SUB0000482
PAY00006561,CUST000483,2021-10-24,6.99,Credit Card,Success,,SUB0000482
PAY00006562,CUST000483,2021-11-23,6.99,PayPal,Success,,SUB0000483
PAY00006563,CUST000483,2021-12-23,6.99,PayPal,Success,,SUB0000483
PAY00006564,CUST000483,2022-01-22,6.99,Net Banking,Success,,SUB0000483
PAY00006565,CUST000483,2022-02-21,6.99,Credit Card,Success,,SUB0000483
PAY00006566,CUST000483,2022-03-23,6.99,Credit Card,Success,,SUB0000483
PAY00006567,CUST000483,2022-04-22,6.99,Credit Card,Success,,SUB0000483
PAY00006568,CUST000483,2022-05-22,6.99,Debit Card,Success,,SUB0000483
