customer_id,customer_tenure_days,avg_watch_time_per_session,total_watch_minutes,avg_session_duration,avg_completion_percentage,days_since_last_activity,distinct_titles_watched,distinct_devices,login_frequency,monthly_watch_time_trend,engagement_score,customer_lifetime_value,failed_payment_count,total_payments,failed_payment_rate,support_ticket_count,avg_customer_satisfaction,plan_changes,current_plan,current_plan_tier,negative_feedback_count,avg_feedback_rating,age,gender,country,acquisition_channel,customer_segment,preferred_language,churned
CUST001841,2475,26.0,156.0,32.5,76.5,138.0,6.0,4.0,3.0,-3.7714285714285714,0.28369610391727035,232.35,0,15,0.0,1,3.0,1,PLAN02,2,1,2.0,40,Female,Mexico,Organic Search,Individual,Hindi,0
CUST004766,676,94.6,946.0,102.1,64.1,13.0,10.0,5.0,1.6666666666666667,81.65714285714282,0.5477525065260677,232.35,0,15,0.0,0,3.0,1,PLAN02,2,0,3.0,23,Male,Poland,Email Campaign,Individual,Indonesian,0
CUST005924,998,42.25,338.0,49.25,68.625,73.0,8.0,3.0,1.1428571428571428,2.6571428571428553,0.3432854593354296,90.87,2,15,0.13333333333333333,1,3.0,2,PLAN01,1,0,3.0,34,Other,India,Paid Social,Student,Hindi,0
CUST001298,2488,54.111111111111114,487.0,60.666666666666664,67.22222222222223,88.0,9.0,4.0,1.8,-15.685714285714278,0.3795546356131787,232.35,0,15,0.0,1,4.0,1,PLAN02,2,0,3.0,24,Female,United States,Email Campaign,Student,English,1
CUST001035,1608,59.5,476.0,68.0,79.5,2.0,8.0,3.0,1.3333333333333333,11.028571428571423,0.4382887441971647,90.87,2,15,0.13333333333333333,0,3.0,1,PLAN01,1,0,3.0,27,Female,United Kingdom,Affiliate Partner,Individual,Tagalog,0
CUST000182,181,48.3,483.0,56.5,71.6,24.0,10.0,4.0,2.5,-25.571428571428577,0.4452055609430134,41.94,0,6,0.0,0,3.0,1,PLAN01,1,0,3.0,20,Female,United States,Email Campaign,Individual,English,0
CUST004327,776,39.75,318.0,46.0,70.25,8.0,8.0,3.0,2.0,18.857142857142858,0.4090939020315696,216.86,1,15,0.06666666666666667,0,3.0,1,PLAN02,2,1,1.0,33,Female,United States,Direct,Individual,Tagalog,0
CUST002886,964,47.07692307692308,612.0,51.76923076923077,65.0,25.0,12.0,4.0,1.8571428571428572,28.314285714285713,0.4622225145548673,232.35,0,15,0.0,1,4.0,1,PLAN02,2,1,2.0,26,Female,United Kingdom,Referral,Individual,English,0
CUST007489,119,64.33333333333333,386.0,69.83333333333333,79.66666666666667,0.0,6.0,2.0,2.0,38.17142857142857,0.4318500892325996,46.47,0,3,0.0,0,3.0,1,PLAN02,2,0,3.0,36,Male,United States,Partner Bundle (Telecom),Student,Portuguese,0
CUST006561,372,61.23076923076923,796.0,68.0,67.3076923076923,34.0,13.0,4.0,2.1666666666666665,-6.6857142857142815,0.504799192696237,76.89,1,12,0.08333333333333333,1,3.0,1,PLAN01,1,0,5.0,49,Female,India,App Store,Individual,English,0
CUST007659,719,53.0,689.0,59.92307692307692,71.07692307692308,25.0,13.0,5.0,1.625,38.94285714285714,0.4759020845387204,97.86,1,15,0.06666666666666667,0,3.0,1,PLAN01,1,1,3.5,37,Female,United States,Email Campaign,Individual,Spanish,1
CUST000684,331,54.5,327.0,63.333333333333336,65.5,23.0,6.0,4.0,1.5,26.31428571428571,0.38890671729971554,170.39000000000001,0,11,0.0,0,3.0,1,PLAN02,2,0,3.0,34,Other,Spain,Referral,Individual,Korean,0
CUST006265,107,52.666666666666664,632.0,59.166666666666664,74.91666666666667,5.0,12.0,5.0,3.0,32.39999999999999,0.5062770855573573,68.97,0,3,0.0,0,3.0,1,PLAN03,3,0,3.0,34,Male,United States,Referral,Individual,German,0
CUST004378,140,39.916666666666664,479.0,48.166666666666664,78.08333333333333,18.0,12.0,4.0,3.0,-13.742857142857153,0.4591852533961357,46.47,1,4,0.25,2,4.0,1,PLAN02,2,0,3.0,37,Female,South Korea,App Store,Individual,English,0
CUST001488,1458,49.84615384615385,648.0,55.0,72.92307692307692,7.0,13.0,5.0,1.4444444444444444,2.7428571428571407,0.4773293964145789,216.86,1,15,0.06666666666666667,1,4.0,1,PLAN02,2,0,3.0,38,Male,Brazil,Paid Social,Individual,English,0
CUST002997,2150,25.0,100.0,33.25,78.0,27.0,4.0,3.0,1.0,-2.285714285714287,0.32160357908290077,232.35,0,15,0.0,0,3.0,2,PLAN02,2,1,1.0,41,Female,India,Partner Bundle (Telecom),Individual,English,1
CUST005910,888,48.333333333333336,435.0,56.111111111111114,69.66666666666667,2.0,9.0,3.0,1.8,20.65714285714285,0.43786597996952237,90.88,1,15,0.06666666666666667,0,3.0,1,PLAN01,1,0,3.0,35,Female,United States,App Store,Individual,Hindi,0
CUST003443,52,49.833333333333336,598.0,56.916666666666664,68.5,4.0,11.0,4.0,6.0,74.9142857142857,0.5590085809979383,15.49,0,1,0.0,0,3.0,1,PLAN02,2,1,3.0,26,Other,United States,Organic Search,Individual,Hindi,0
CUST005639,2242,23.166666666666668,139.0,31.5,63.333333333333336,17.0,6.0,3.0,1.2,-1.1142857142857145,0.34310294752797177,104.85000000000001,0,15,0.0,0,3.0,1,PLAN01,1,0,3.0,33,Male,United Kingdom,Email Campaign,Corporate Bundle,Arabic,0
CUST000042,1447,46.833333333333336,281.0,53.666666666666664,77.16666666666667,186.0,5.0,3.0,1.5,0.0,0.24398824900377303,216.86,1,15,0.06666666666666667,1,3.0,1,PLAN02,2,0,3.0,20,Female,Germany,Affiliate Partner,Family,Japanese,0
CUST003413,1850,43.0,301.0,50.0,55.42857142857143,101.0,7.0,4.0,1.4,-4.142857142857142,0.3166103346833669,90.87,2,15,0.13333333333333333,4,3.0,1,PLAN01,1,0,3.0,44,Female,Canada,Referral,Individual,Tagalog,1
CUST001427,1571,40.8,204.0,46.2,80.4,79.0,5.0,3.0,1.25,0.0857142857142857,0.3086110273565148,104.85000000000001,0,15,0.0,0,3.0,1,PLAN01,1,1,3.0,34,Male,United States,Direct,Individual,Portuguese,1
CUST007857,2588,57.666666666666664,346.0,65.66666666666667,75.0,142.0,6.0,3.0,1.2,-10.88571428571428,0.28961961650354895,232.35,0,15,0.0,0,3.0,1,PLAN02,2,0,5.0,32,Female,United States,Referral,Individual,French,0
CUST004553,2314,32.0,256.0,37.875,79.625,13.0,8.0,4.0,1.6,12.51428571428571,0.38223118984948623,232.35,0,15,0.0,0,3.0,1,PLAN02,2,0,3.0,36,Male,United States,Paid Social,Individual,English,0
CUST000218,2054,55.142857142857146,772.0,61.142857142857146,72.85714285714286,1.0,14.0,3.0,1.75,47.42857142857143,0.5178782606569802,344.84999999999997,0,15,0.0,0,3.0,1,PLAN03,3,0,3.0,34,Male,United Kingdom,Referral,Family,Spanish,0
CUST000186,1754,43.8,438.0,50.3,68.1,81.0,9.0,3.0,1.6666666666666667,-12.057142857142853,0.3709816672506852,344.84999999999997,0,15,0.0,1,3.0,1,PLAN03,3,0,4.0,40,Male,Indonesia,Referral,Student,English,0
CUST007658,1017,49.0,98.0,54.0,82.0,74.0,2.0,2.0,1.0,1.7999999999999992,0.282497534898503,104.85000000000001,0,15,0.0,0,3.0,1,PLAN01,1,0,3.0,21,Female,Philippines,App Store,Individual,Portuguese,1
CUST003541,1391,44.7,447.0,51.7,67.9,46.0,10.0,3.0,1.4285714285714286,-7.628571428571426,0.39712846816788533,232.35,0,15,0.0,0,3.0,1,PLAN02,2,1,3.0,35,Female,South Korea,Paid Social,Individual,Portuguese,0
CUST003686,2202,41.55555555555556,374.0,48.0,69.77777777777777,37.0,9.0,5.0,1.5,1.0571428571428574,0.38858368713991176,97.86,1,15,0.06666666666666667,0,3.0,1,PLAN01,1,0,4.5,36,Female,Canada,App Store,Family,Japanese,0
CUST005477,1360,23.666666666666668,142.0,28.0,89.33333333333333,15.0,6.0,2.0,1.5,7.942857142857141,0.35146064394155463,344.84999999999997,0,15,0.0,0,3.0,1,PLAN03,3,0,4.0,34,Female,India,Paid Social,Individual,Hindi,0
CUST003401,57,41.125,329.0,50.5,71.625,5.0,8.0,3.0,4.0,38.65714285714285,0.4541771450457571,6.99,0,1,0.0,4,3.25,1,PLAN01,1,0,3.0,26,Female,United States,App Store,Student,German,1
CUST001594,862,46.0,276.0,57.666666666666664,59.666666666666664,17.0,6.0,3.0,1.5,12.142857142857142,0.3817025905975731,201.37,2,15,0.13333333333333333,0,3.0,1,PLAN02,2,0,3.0,20,Female,Spain,Affiliate Partner,Student,Korean,1
CUST001942,1061,46.0,414.0,54.0,65.66666666666667,92.0,9.0,3.0,1.125,-5.399999999999998,0.34539635164978444,232.35,0,15,0.0,0,3.0,1,PLAN02,2,0,4.0,48,Female,United States,Organic Search,Student,English,0
CUST002841,250,51.714285714285715,362.0,59.57142857142857,77.85714285714286,1.0,7.0,3.0,1.75,31.028571428571414,0.420317285047224,123.92,0,8,0.0,2,3.5,2,PLAN02,2,0,3.0,40,Female,South Korea,Affiliate Partner,Family,Portuguese,0
CUST000088,1279,39.916666666666664,479.0,47.916666666666664,72.83333333333333,4.0,12.0,5.0,2.0,23.914285714285707,0.4506921027112042,216.86,1,15,0.06666666666666667,1,5.0,1,PLAN02,2,1,3.0,23,Male,Mexico,Paid Social,Family,Arabic,0
CUST004788,2239,56.81818181818182,625.0,65.0,65.18181818181819,1.0,11.0,3.0,2.2,58.05714285714285,0.4918990815968968,201.37,2,15,0.13333333333333333,0,3.0,1,PLAN02,2,0,3.0,47,Female,United States,Email Campaign,Family,French,0
CUST002955,1378,51.07692307692308,664.0,57.07692307692308,73.6923076923077,3.0,13.0,4.0,1.4444444444444444,5.857142857142854,0.4844243252322266,90.87,2,15,0.13333333333333333,6,2.25,2,PLAN01,1,0,3.0,34,Male,Spain,Paid Social,Individual,Japanese,0
CUST005369,744,42.333333333333336,508.0,50.916666666666664,75.5,133.0,12.0,5.0,2.0,-11.314285714285717,0.3515653598233276,83.88,3,15,0.2,0,3.0,1,PLAN01,1,0,3.0,25,Male,United States,Organic Search,Individual,Hindi,0
CUST007918,1105,52.0,208.0,58.25,77.75,2.0,4.0,3.0,1.0,-8.657142857142858,0.3678505129855843,232.35,0,15,0.0,1,4.0,1,PLAN02,2,0,3.0,34,Male,Nigeria,App Store,Individual,English,0
CUST006736,1823,46.6,466.0,53.2,77.5,3.0,10.0,4.0,2.0,15.628571428571425,0.4484206237317969,201.37,2,15,0.13333333333333333,0,3.0,1,PLAN02,2,0,3.0,47,Female,India,Email Campaign,Individual,English,0
CUST007486,2233,53.2,266.0,58.6,66.6,3.0,5.0,3.0,1.0,-9.571428571428568,0.3808299039221598,321.85999999999996,1,15,0.06666666666666667,1,3.0,1,PLAN03,3,0,5.0,23,Female,United States,Paid Social,Individual,Korean,0
CUST004491,2568,66.33333333333333,398.0,73.5,76.5,40.0,6.0,3.0,1.0,-7.542857142857139,0.3818288200924108,90.87,2,15,0.13333333333333333,1,3.0,1,PLAN01,1,0,3.0,34,Female,India,Email Campaign,Family,Spanish,0
CUST000258,2093,36.8,184.0,39.0,59.4,22.0,5.0,3.0,2.5,15.571428571428566,0.3757012704440442,97.86,1,15,0.06666666666666667,0,3.0,1,PLAN01,1,0,5.0,35,Male,Japan,Paid Social,Family,Hindi,0
CUST005230,2360,40.75,489.0,49.416666666666664,68.91666666666667,19.0,12.0,3.0,1.7142857142857142,26.19999999999999,0.43502858586411264,232.35,0,15,0.0,1,3.0,1,PLAN02,2,0,4.0,32,Female,Brazil,Organic Search,Student,English,0
CUST005029,2479,53.166666666666664,319.0,58.833333333333336,66.83333333333333,59.0,6.0,4.0,1.2,9.857142857142856,0.3514140474114397,321.85999999999996,1,15,0.06666666666666667,1,5.0,1,PLAN03,3,0,3.0,31,Male,Mexico,Organic Search,Individual,German,0
CUST002906,2413,65.33333333333333,392.0,72.83333333333333,62.0,124.0,6.0,3.0,1.5,-11.657142857142858,0.32136000260771064,97.86,1,15,0.06666666666666667,4,3.5,1,PLAN01,1,0,3.0,34,Female,United States,Referral,Individual,German,0
CUST003033,1702,46.666666666666664,140.0,53.666666666666664,66.0,47.0,3.0,3.0,1.0,0.22857142857142873,0.3146833668804446,185.88,3,15,0.2,1,3.0,1,PLAN02,2,0,3.0,31,Male,Germany,Paid Social,Individual,English,1
CUST002228,1646,55.57142857142857,389.0,62.857142857142854,72.42857142857143,10.0,7.0,2.0,1.4,16.48571428571428,0.4123447719475524,104.85000000000001,0,15,0.0,1,3.0,1,PLAN01,1,0,3.0,47,Male,Brazil,Referral,Individual,Arabic,0
CUST000743,1918,51.857142857142854,726.0,62.357142857142854,63.0,13.0,12.0,4.0,1.5555555555555556,42.14285714285713,0.4931804925132446,97.86,1,15,0.06666666666666667,0,3.0,1,PLAN01,1,1,2.6666666666666665,26,Male,Philippines,Organic Search,Individual,Japanese,0
CUST004003,2060,46.888888888888886,422.0,54.55555555555556,63.888888888888886,74.0,9.0,5.0,1.8,-7.199999999999996,0.37559450099011515,83.88,3,15,0.2,1,3.0,1,PLAN01,1,0,3.0,34,Male,Australia,Paid Social,Individual,Arabic,1
CUST002699,2143,43.75,525.0,50.666666666666664,69.66666666666667,2.0,12.0,5.0,2.4,29.371428571428563,0.4712818038838591,232.35,0,15,0.0,0,3.0,1,PLAN02,2,0,3.0,28,Male,India,App Store,Family,French,0
CUST004558,2604,61.142857142857146,428.0,68.0,74.85714285714286,112.0,7.0,3.0,1.1666666666666667,-1.5999999999999992,0.3331226792054088,104.85000000000001,0,15,0.0,1,3.0,1,PLAN01,1,0,3.0,33,Other,Spain,Referral,Student,Hindi,0
CUST006765,1314,48.375,387.0,53.25,70.625,2.0,8.0,2.0,1.3333333333333333,21.999999999999993,0.4171108738818762,275.88,3,15,0.2,0,3.0,1,PLAN03,3,0,3.0,31,Male,South Africa,Referral,Family,English,0
CUST003543,1185,50.0,300.0,57.833333333333336,71.66666666666667,20.0,6.0,3.0,1.2,-1.2285714285714258,0.3789477235500721,201.37,2,15,0.13333333333333333,0,3.0,1,PLAN02,2,0,3.0,34,Female,India,Affiliate Partner,Individual,French,0
CUST000544,1122,55.81818181818182,614.0,63.90909090909091,69.27272727272727,9.0,11.0,3.0,1.375,-12.371428571428568,0.46620624954161344,216.86,1,15,0.06666666666666667,0,3.0,1,PLAN02,2,0,3.0,32,Female,Nigeria,Organic Search,Family,Korean,0
CUST001374,2709,55.714285714285715,390.0,64.85714285714286,67.42857142857143,54.0,7.0,4.0,1.1666666666666667,-2.685714285714284,0.37175167531829006,232.35,0,15,0.0,1,2.0,1,PLAN02,2,0,3.0,41,Male,Germany,Paid Social,Individual,Hindi,0
CUST002834,2180,41.888888888888886,377.0,51.44444444444444,76.44444444444444,12.0,9.0,5.0,1.5,6.399999999999997,0.4098454931425358,201.37,2,15,0.13333333333333333,0,3.0,1,PLAN02,2,0,3.0,39,Female,Philippines,Paid Social,Individual,Italian,0
CUST004701,268,56.0,784.0,61.357142857142854,69.64285714285714,73.0,14.0,4.0,2.0,-52.48571428571427,0.4665556216537775,41.94,2,8,0.25,3,1.3333333333333333,1,PLAN01,1,1,3.0,29,Female,United Kingdom,Paid Social,Individual,English,1
CUST002571,1498,42.473684210526315,807.0,51.21052631578947,66.52631578947368,3.0,19.0,4.0,2.7142857142857144,63.542857142857116,0.5438485152929425,232.35,0,15,0.0,0,3.0,2,PLAN02,2,0,3.0,19,Female,South Korea,Email Campaign,Family,Indonesian,0
CUST002158,1627,112.06666666666666,1681.0,117.4,75.06666666666666,0.0,14.0,4.0,1.875,114.85714285714286,0.7375,83.88,3,15,0.2,1,3.0,1,PLAN01,1,0,3.0,42,Male,South Korea,Email Campaign,Family,Spanish,0
CUST001010,1694,51.333333333333336,308.0,57.833333333333336,84.5,2.0,6.0,3.0,2.0,35.62857142857142,0.41164587289040283,239.85,0,15,0.0,1,3.0,1,PLAN02,2,0,3.0,49,Male,United States,Organic Search,Individual,Arabic,0
CUST005826,2206,53.0,424.0,60.0,65.875,4.0,8.0,4.0,1.3333333333333333,11.171428571428567,0.42427132143022067,216.86,1,15,0.06666666666666667,0,3.0,1,PLAN02,2,0,3.0,34,Other,United States,Affiliate Partner,Family,English,0
CUST007827,2073,54.42857142857143,762.0,59.5,66.07142857142857,6.0,13.0,5.0,1.5555555555555556,36.85714285714285,0.5075002467365134,83.88,3,15,0.2,1,3.0,1,PLAN01,1,1,2.0,31,Female,Brazil,Affiliate Partner,Family,English,0
CUST002826,522,39.5,316.0,47.875,79.0,107.0,7.0,4.0,1.3333333333333333,-3.971428571428572,0.31391479848644127,344.84999999999997,0,15,0.0,1,3.0,1,PLAN03,3,0,4.0,38,Male,Spain,Direct,Individual,English,0
CUST000382,758,54.375,435.0,59.25,74.0,89.0,8.0,4.0,1.3333333333333333,-13.11428571428571,0.35702579732112055,344.84999999999997,0,15,0.0,0,3.0,1,PLAN03,3,1,1.0,27,Male,Canada,Organic Search,Family,Korean,1
CUST000057,2679,36.0,396.0,42.54545454545455,79.36363636363636,9.0,11.0,3.0,1.375,-4.42857142857143,0.4143323649491089,90.87,2,15,0.13333333333333333,6,4.6,1,PLAN01,1,1,1.0,27,Female,Brazil,Paid Social,Family,English,1
CUST000070,323,54.63636363636363,601.0,63.09090909090909,67.18181818181819,11.0,11.0,5.0,1.5714285714285714,0.7714285714285684,0.46539758856611996,229.89999999999998,0,10,0.0,1,2.0,1,PLAN03,3,0,3.0,29,Female,Brazil,Paid Social,Family,French,0
CUST005002,2470,42.55555555555556,383.0,49.333333333333336,77.77777777777777,7.0,9.0,4.0,1.8,6.5714285714285685,0.4213828037779208,104.85000000000001,0,15,0.0,2,2.0,1,PLAN01,1,0,3.0,38,Male,United Kingdom,Email Campaign,Student,German,0
CUST003333,660,135.16666666666666,811.0,140.0,71.16666666666667,103.0,6.0,4.0,1.2,-16.028571428571425,0.4323228345815032,232.35,0,15,0.0,0,3.0,1,PLAN02,2,0,3.0,34,Male,Brazil,Partner Bundle (Telecom),Corporate Bundle,Hindi,0
CUST007910,445,82.0,82.0,92.0,65.0,358.0,1.0,1.0,1.0,0.0,0.04526561977948548,90.87,1,14,0.07142857142857142,1,3.0,1,PLAN01,1,0,3.0,34,Female,United States,Affiliate Partner,Individual,Spanish,0
CUST004388,298,52.90909090909091,582.0,61.81818181818182,73.0,16.0,10.0,5.0,1.5714285714285714,32.028571428571425,0.4567668811431086,139.41,0,9,0.0,0,3.0,1,PLAN02,2,0,5.0,50,Male,United Kingdom,Affiliate Partner,Individual,English,0
CUST001721,1571,60.285714285714285,844.0,64.57142857142857,74.71428571428571,0.0,14.0,5.0,1.75,37.77142857142856,0.5358328375966687,216.86,1,15,0.06666666666666667,1,3.0,1,PLAN02,2,0,3.0,29,Female,Poland,Organic Search,Family,German,0
CUST006250,2529,18.0,18.0,20.0,42.0,286.0,1.0,1.0,1.0,0.0,0.08921467163218241,216.86,1,15,0.06666666666666667,1,4.0,1,PLAN02,2,0,3.0,31,Female,United States,Direct,Corporate Bundle,French,1
CUST004956,2645,55.75,669.0,61.083333333333336,69.58333333333333,7.0,12.0,4.0,3.0,73.34285714285713,0.5134375331057018,87.38,2,15,0.13333333333333333,3,3.3333333333333335,1,PLAN01,1,0,3.0,48,Male,United States,Referral,Corporate Bundle,English,1
CUST006828,940,48.888888888888886,440.0,56.44444444444444,69.33333333333333,51.0,9.0,4.0,1.2857142857142858,-26.142857142857135,0.3884960610763093,90.88,1,15,0.06666666666666667,0,3.0,1,PLAN01,1,0,3.0,37,Male,United States,Affiliate Partner,Family,Hindi,0
CUST005508,112,38.666666666666664,348.0,47.666666666666664,72.77777777777777,1.0,9.0,4.0,2.25,26.571428571428566,0.4269859346605494,20.97,0,3,0.0,0,3.0,1,PLAN01,1,0,3.0,34,Female,United States,Paid Social,Individual,Polish,1
CUST005037,1917,56.2,843.0,63.733333333333334,70.93333333333334,36.0,15.0,4.0,2.142857142857143,14.485714285714291,0.5138629857588729,239.85,0,15,0.0,1,3.0,1,PLAN02,2,0,4.0,21,Female,Brazil,Organic Search,Individual,Hindi,0
CUST000446,1439,61.111111111111114,550.0,69.77777777777777,81.44444444444444,78.0,9.0,3.0,1.5,-2.314285714285714,0.39676489043540614,232.35,0,15,0.0,0,3.0,1,PLAN02,2,0,4.0,21,Male,Indonesia,Email Campaign,Family,Spanish,0
CUST003103,2384,57.9,579.0,68.0,67.7,26.0,10.0,5.0,1.4285714285714286,1.800000000000002,0.44497669940662943,90.87,3,15,0.2,1,3.0,1,PLAN01,1,0,3.0,55,Male,United States,Paid Social,Individual,Hindi,0
CUST002424,2499,43.625,349.0,53.75,74.75,69.0,8.0,4.0,1.1428571428571428,-13.714285714285714,0.3491906201578363,232.35,0,15,0.0,0,3.0,1,PLAN02,2,0,3.0,32,Male,United States,Referral,Individual,Hindi,0
CUST004016,2607,57.785714285714285,809.0,65.35714285714286,69.64285714285714,2.0,14.0,5.0,3.5,80.45714285714286,0.5608606260135438,104.85000000000001,0,15,0.0,1,3.0,1,PLAN01,1,0,3.0,22,Male,Brazil,Paid Social,Corporate Bundle,French,0
CUST002893,1325,46.18181818181818,508.0,54.36363636363637,72.0909090909091,36.0,11.0,4.0,1.5714285714285714,7.5142857142857125,0.4227199586491593,232.35,0,15,0.0,0,3.0,1,PLAN02,2,0,3.0,32,Female,United States,Referral,Corporate Bundle,English,0
CUST003709,1368,31.0,62.0,36.5,80.0,251.0,2.0,2.0,2.0,0.0,0.14845175327797383,201.37,2,15,0.13333333333333333,1,2.0,1,PLAN02,2,0,3.0,23,Female,United States,Partner Bundle (Telecom),Student,Hindi,1
CUST006858,1728,42.5,85.0,46.5,67.0,80.0,2.0,2.0,1.0,1.1714285714285708,0.2744726312615615,321.87,0,15,0.0,1,4.0,1,PLAN03,3,0,5.0,30,Female,Canada,Direct,Family,Hindi,0
CUST001563,1423,57.333333333333336,172.0,65.33333333333333,51.333333333333336,1.0,3.0,2.0,1.5,11.57142857142857,0.3701061012280687,104.85000000000001,0,15,0.0,0,3.0,1,PLAN01,1,1,1.0,37,Female,Mexico,Referral,Student,Japanese,0
CUST006628,1911,48.666666666666664,584.0,56.916666666666664,70.33333333333333,6.0,12.0,4.0,1.3333333333333333,17.599999999999998,0.46070006166149197,344.84999999999997,0,15,0.0,0,3.0,2,PLAN03,3,0,3.0,39,Female,United States,Organic Search,Family,Indonesian,0
CUST001840,2131,47.333333333333336,426.0,56.77777777777778,70.66666666666667,21.0,9.0,3.0,1.5,-4.771428571428569,0.41410795922192434,216.86,1,15,0.06666666666666667,1,3.0,1,PLAN02,2,0,3.5,25,Female,United States,Paid Social,Individual,Korean,0
CUST002216,2197,56.666666666666664,170.0,64.0,71.33333333333333,29.0,3.0,2.0,1.0,8.57142857142857,0.33661649539983535,298.87,2,15,0.13333333333333333,1,3.0,1,PLAN03,3,0,3.0,34,Female,Australia,Paid Social,Individual,English,1
CUST007882,96,55.75,223.0,62.0,45.75,25.0,4.0,2.0,1.3333333333333333,13.57142857142857,0.35918237404893255,20.97,0,3,0.0,1,3.0,1,PLAN01,1,0,3.0,36,Male,Japan,App Store,Corporate Bundle,Japanese,0
CUST002119,2433,34.22222222222222,308.0,41.333333333333336,65.88888888888889,3.0,9.0,5.0,1.125,9.17142857142857,0.3933239550821836,344.84999999999997,0,15,0.0,1,3.0,1,PLAN03,3,1,2.5,38,Female,United Kingdom,Partner Bundle (Telecom),Individual,French,1
CUST000020,746,56.09090909090909,617.0,64.0909090909091,68.0909090909091,10.0,11.0,5.0,1.375,6.885714285714285,0.46609819253053875,97.86,1,15,0.06666666666666667,0,3.0,1,PLAN01,1,0,3.0,41,Male,United States,Referral,Student,English,0
CUST007045,560,53.333333333333336,320.0,59.166666666666664,72.16666666666667,28.0,6.0,4.0,1.2,19.085714285714282,0.37713145306528245,83.88,3,15,0.2,0,3.0,1,PLAN01,1,0,3.0,44,Female,India,Paid Social,Individual,Hindi,1
CUST007178,2663,49.714285714285715,348.0,56.0,71.85714285714286,65.0,7.0,4.0,1.4,2.7142857142857117,0.35738319493452203,185.88,3,15,0.2,0,3.0,1,PLAN02,2,0,3.0,34,Male,Australia,Paid Social,Individual,English,0
CUST004346,397,3.0,6.0,14.0,77.0,105.0,2.0,2.0,1.0,-0.08571428571428572,0.23512635173127538,90.87,0,13,0.0,0,3.0,1,PLAN01,1,0,3.0,38,Male,Australia,Partner Bundle (Telecom),Family,Spanish,0
CUST004627,2686,46.733333333333334,701.0,54.333333333333336,75.0,5.0,15.0,4.0,1.6666666666666667,-15.428571428571427,0.4960292172250155,216.86,1,15,0.06666666666666667,1,3.0,1,PLAN02,2,0,3.0,29,Male,Canada,App Store,Corporate Bundle,English,0
CUST003820,2245,47.714285714285715,668.0,56.5,73.5,1.0,14.0,5.0,3.5,56.05714285714285,0.5281310863559687,232.35,0,15,0.0,1,3.0,2,PLAN02,2,0,3.0,29,Female,United States,Email Campaign,Family,English,0
CUST007957,1633,51.666666666666664,465.0,57.77777777777778,74.22222222222223,45.0,9.0,3.0,1.5,-9.457142857142856,0.4036621221875432,97.86,1,15,0.06666666666666667,2,4.0,1,PLAN01,1,0,3.0,44,Male,Canada,Organic Search,Individual,Spanish,0
CUST006125,1625,58.30769230769231,758.0,64.6923076923077,67.53846153846153,49.0,13.0,3.0,1.625,-24.485714285714277,0.47259485547578495,298.87,2,15,0.13333333333333333,0,3.0,1,PLAN03,3,0,3.0,25,Female,United States,Referral,Individual,English,0
CUST003341,375,48.5,582.0,53.833333333333336,67.33333333333333,3.0,12.0,3.0,2.0,25.199999999999996,0.47602324122138645,170.39000000000001,1,12,0.08333333333333333,2,3.0,1,PLAN02,2,0,3.0,26,Female,Germany,Partner Bundle (Telecom),Family,Hindi,0
CUST006898,2505,50.333333333333336,453.0,58.333333333333336,73.11111111111111,23.0,9.0,5.0,1.125,0.08571428571428585,0.411388870779787,321.85999999999996,1,15,0.06666666666666667,0,3.0,1,PLAN03,3,0,3.0,34,Male,United States,Email Campaign,Individual,German,0
CUST000477,1776,71.66666666666667,215.0,85.33333333333333,60.0,21.0,3.0,2.0,1.0,-0.7714285714285736,0.3538997498227572,298.87,2,15,0.13333333333333333,0,3.0,1,PLAN03,3,0,5.0,28,Female,United States,Organic Search,Corporate Bundle,English,0
CUST006799,1076,56.0,504.0,60.55555555555556,76.88888888888889,9.0,8.0,4.0,1.2857142857142858,15.371428571428565,0.4382456393605987,90.88000000000001,1,15,0.06666666666666667,1,4.0,1,PLAN01,1,1,2.0,25,Male,South Korea,Paid Social,Student,Portuguese,0
CUST003502,1279,53.7,537.0,59.0,64.7,41.0,10.0,4.0,1.4285714285714286,-4.228571428571426,0.4226538811233179,104.85000000000001,0,15,0.0,3,3.0,1,PLAN01,1,0,3.0,32,Male,Nigeria,Organic Search,Individual,Korean,0
CUST002037,388,55.0,110.0,60.0,92.5,34.0,2.0,2.0,1.0,5.599999999999999,0.31822969041584837,185.88,0,12,0.0,0,3.0,1,PLAN02,2,0,5.0,43,Other,United Kingdom,Organic Search,Individual,Korean,1
CUST000469,1091,27.88888888888889,251.0,32.55555555555556,74.33333333333333,12.0,9.0,5.0,1.5,7.114285714285712,0.37986333966246444,104.85000000000001,0,15,0.0,0,3.0,1,PLAN01,1,0,3.0,32,Male,Germany,Direct,Individual,English,0
CUST005750,2303,32.888888888888886,296.0,41.55555555555556,76.55555555555556,42.0,9.0,3.0,1.8,-1.8857142857142872,0.37191371737305745,104.85000000000001,0,15,0.0,0,3.0,1,PLAN01,1,0,4.0,44,Female,Spain,Organic Search,Family,German,0
CUST007886,179,54.875,439.0,63.875,77.125,5.0,8.0,4.0,1.3333333333333333,-13.971428571428572,0.42701870760772426,91.96,1,5,0.2,2,2.5,1,PLAN03,3,0,3.0,34,Female,South Korea,App Store,Family,Korean,0
